ID,Comments
,Remember when Gingrich ran for president he said he was going to build a moon base for people to live on and when I was established it you petition to become state.Â That's how rational Gingrich is.
,"We need to ban Islam it is a death cult and satanic. You can't be a Muslim and a American ! You have to either embrace sharia law and hate democracy you can't be pro sharia and pro democracy that is like fire and water mixing it won't happen. I believe the state has the right to shut down mosques and arrest Muslims who adhere to sharia . Islamic extremism declared war on the west and democracy we need to fight back by putting the Quran on the controlled substance list for its spread of violence, sexism, and anti Christian sentiment. I demand the hijab be fully outlawed and punishable by jail time if they do not comply we need to ban Islam and we need to do it soon!"
,Any leader that lets Sharia spread and become implemented should be assainated for a crime against their own people .
,WHAT A BUNCH OF DEMOPRATS CLOWNS
,Brookings Institute is center left.
,"Where do you begin with this?
 
 The fundamental problem with interviewing EVERY SINGLE Muslim in this country is that there are thousands, maybe even millions of Muslims in this country. They could lie to you about how they feel about their religious affiliation with Islam and how extreme they are. Especially if you are spelling it out as law to them. They could easily be like ""I am not an Extremist"" and it would make everything you do for not. Will they be using interrogation techniques like ""waterboarding?"" or will they be using other methods to get a false confession out of people?
 
 Then the problem of making it a felony to LIKE ISIS on Facebook and follow them on twitter. That is a prime way to take away people's freedom of speech and make people follow the way that YOU feel. 
 
 Meanwhile, people on the terrorist watch list are allowed to buy weapons, but they aren't allowed to follow ISIS on twitter, what kind of bullshit is that?"
,Go to /r/exmuslim and see how many actual ex muslims who live with muslim families hate Islam. You'll be surprised.
,"I think this is a harbinger of tactics, introduced by Trump, which might change the discourse significantly. Gingrich doesn't believe all that crap he first said. He is just following the Trump playbook where you say something extreme, garner a shitload of attention, walk it back the next day, and in the process get your name in people's heads and signal to your true intentions to your base. Gingrich didn't do this very artfully, but it's his first try."
,I hate these young jerks. TRUMP2016
,"Him and Trump are at least right about the problem. They just have terrible solutions.
 You guys don't even get the problem.
 You're doing an equal amount of damage as they are."
,Nice was not a terror attack. There is no evidence whatsoever that the attacker was connected to ISIS. He was an insane mass murderer with a history of mental illness. There is no excuse for using that attack to promote anti-Muslim policies since there is no evidence that he was either a practicing Muslim nor a radicalized Muslim.
,"Don't know why, but I get the feeling ISIS might haveÂ aÂ surprise in store for Trump and the GOP.Â TheÂ wrongÂ people toÂ throw a challengeÂ at given theyÂ have theÂ psychology ofÂ the ZodiacÂ Killer - playful, sardonic, sadistic. As in okay tough guy, you wanna play hard ball - lets have some fun."
,If it were not for these far-right fascists bigots there would be no problems with Muslims.
,The religious right (all religions) seem dangerous to me.
,Can someone tell me what is Shari law? Thank you
,"We know that sharia law is a radical ideology, but I think it's only a matter of time before conservatives start labeling liberal ideology as ""radical"" and start outlawing that, too."
,the guy who shoot 5 police was xtian just saying
,"europeans are incompatible with western civilization. the real west, native americans like me. white racist need to go back to the middle east in england."
,"""Sharia"" translated into English is ""Republican""."
,You deserve an Interrogation for using the name Turks a group that massacred Armenians
,"Please stop cussing
 so:
 
 1.Â I can raise my kid to be one of your
 viewers.Â I haven't found another show
 discussing the political and social and economic topics that you discuss in
 which younger minds would find just as attractive as your show.
 
 2.Â I can watch or listen to your show when
 children are present.Â This includes
 while driving, cooking, exercising, resting.
 
 3.Â That you don't minimize the time I have
 available to tune into your show.
 
 4.Â I can recommend your show to others, young
 and old.
 
 5.Â I can discuss your coverage of topics with
 others.
 
 Â 
 
 Your show seeks out
 a young demographic.Â The majority of
 jobs available today, and especially the better paying ones do not allow foul
 language.Â Cussing is not something the
 young can emulate and expect to get ahead.Â 
 It is also not something those who are trying to better their station in
 life can or should identify with.
 
 Â 
 
 You want more people
 who share your views to run for political office.Â They can't expect to win by cussing.Â I recommend to TYT, The Art of Public
 Speaking: Lessons from the Greatest Speeches in History by The Great Courses,
 available from Amazon.Â TYT setting the
 example of how to articulate its arguments in a manner that can win elections,
 be used in school assignments, be used in a conversion with anyone in any
 setting would increase the value of TYT to its individual viewers.Â It would also allow more people to become
 viewers.
 
 Â 
 
 You praised a
 fourteen year old who won a poetry contest, for being socially conscious and
 aware.Â You stated you want more socially
 aware minors.Â By cussing on your show,
 you refuse to make yourself available as an example to them.
 
 Â 
 
 If you continue to
 refuse to set the example for the young, you are actually saying you want more
 such young people only if someone else sets the example for them.
 
 Â 
 
 Thank you,"
,Moral of the story: Never trust a man who's parents named him Newt
,"White man over 50 speaking out against different cultures. Whoo, SSDD!"
,Got news for you guys. It's already illegal to go to certain websites or read certain books in America.
,"Islam is not compatible with the west, sorry ."
,How long until Republicans start calling for camps?
,"I just... I can't watch this after the H3H3 video of Newt not knowing what a ""smartphone"" was called LOL"
,"Newt has hit bullseye this time and is right again and most of the times, unlike you TYT socialist dumbasses.."
,What happened to the first amendment
,Ohh wow the constitution matters now eh? pick and choose whatever helps your argument.
,If the guy who drove the Lordy had been a Christian would Newt be saying the same about Christians.
,"imagine of whites where migrating to the middle east, and then theres a huge rise in terrorism ALL of which where committed by whites.....TYT and every other news sourceÂ would all over it calling out the white migrants..."
,come interrogate this sharia dick
,Well he's right about how Islam has declared a war on western civilization. The radicals kill us and the practitioners want the radicals to kill us. I don't know about snooping around to ask if they believe in Sharia though.
,"Wait, what did he say wrong?"
,make all religions illegal and you may something ...
,"My goodness and this guy was considered for VP, but of course Trump himself isn't too different either"
,"These men don't speak of Merkels thought police who raided homes of Germans who speak against Muslims.... You doh't see these Treasonous Muslims talking about Merkel seizing computers and arresting people for their blogs.
 
 This is war... it's kill or be killed time..."
,------------------------------------------------------------->right
,"""Sharia law is not a threat to the West""
 
 You heard it here first guys, it's not a threat!"
,He's right. Western Civilization is incompatible with Sharia Law. They cannot co-exist within the same society. I choose Western Civilization.
,"We only want to have thought police..
 ""There was of course no way of knowing whether you were being watched at any given moment. How often, or on what system, the Thought Police plugged in on any individual wire was guesswork. It was even conceivable that they watched everybody all the time. But at any rate they could plug in your wire whenever they wanted to. You had to liveâ€”did live, from habit that became instinctâ€”in the assumption that every sound you made was overheard, and, except in darkness, every movement scrutinized."" George Orwell..."
,"Newt the idiot strikes again. Why do they give this senile old man air time? An old man becoming racist and illogical, gee I couldn't have seen that coming...sarcasm."
,Where does Gingrich want to deport AMERICAN citizens to?
,"""There are 3 Million Muslims in America, where are the attacks?""
 Umm San Bernadino , Orlando... shall go beyond the last 6 months? Oh jimmy."
,i bet these dislikers arent for the nsa spying on them. they want discrimination?
,Can't wait for the breaking news... Newt the GrinchðŸ‘¹ðŸ’© has been ðŸ‘¹ðŸ’¥. .....
,"anyone who goes on an Isis website should be deported/arrested? seems a bit extreme. investigate them if they act suspicious, but is that not a bit far?"
,Well they will put you in jail if you don't even agree with him! so this country is gonna be like 3rd world country
,all these dudes must have child porn at home because they make a great case for sickos who do
,"marginalizing muslims in your country is a great idea. other countries have already gotten terrific results with that. make law-abiding muslims feel besieged and singled out in every way possible. its super effective. a plan of such subtle brilliance, such wisdom and understanding of human needs, its almost devious!"
,"AN ISIS/ALQAIDA TERRORIST? Facts:
 1. He was *not religious*, didn't pray, did not observe Ramadan and never went to the mosque, he drank alcohol, smoked pot and ate pork; he flouted every rule of Islam.
 2. ""He beat his wife, my cousin, he was a nasty piece of work.""
 3. He was in the process of getting a *divorce* from a woman from whom he separated two years ago and with whom he had three children, aged five, three and 18 months. He was said to have been *depressed* in recent months as their divorce was being finalized.
 4. He had recently *lost his job* as a delivery driver after he fell asleep at the wheel and crashed into four cars, and having also been involved in a bar brawl.
 5. He lived in a squalid one bedroom apartment. His neighbors described him as a 'lonely' and 'silent' man.
 6. A few days ago he was drinking with a colleague and they argued. His pal said, 'Youâ€™re worth nothing,' and he replied, 'One day, youâ€™ll hear about me.'
 7. Security sources said a huge cache of guns, grenades and 'larger weapons' were found inside the lorry, but all the *guns were fake* and the *grenade inoperable*.
 8. His name is Mohamed."
,America still to this very day has not paid back the evil it did.....400+yrs...under christian religion...based solely on race..
,"If we treat all Muslims like they're our enemies, then ithat will inevitably become reality.. And who could could blame them? Hate is never the answer."
,I think we should interrogate and deport idiots!
,"""Interview 'em! If they say they like Sharia, deport 'em! This is a fool-proof plan and I'm a respected opinion-maker."" - Newt Gingrich, former Speaker of the House of Representatives"
,newt shut up your just nasty awful disgusting person
,"Jimmy's point was great. In a two-way race with the devil, Clinton is running a close second."
,They are defending an ideology who literally kills people for being gay. mm ok
,"America has been bombing the middle East for profit, since Bush Jr wrongfully invaded, which the media strategically never shows. Now, Americans are afraid & crying foul after a couple small attacks on American soil. Unbelievable!"
,Right wing americans are scared of evrything.
,What do you think about the psychology of extremism? Let us know.
,he's brilliant!
,Thank you for sharing this. A voice of reason.
,"When stupid Jihadist's shut up, smart, kind, brilliant people like Dr.Hamid get to show the world the REAL arab""Middle East mindset. Thank You Sir!!"
,What do you think? Can reformers take on the extremists?
,Since ISLAM is about 23% of the world during 2012. According to ISLAM 77% of the world will go to HELL.. Correct? In each generation this is will happen. So Hell will be full. Which GOD manufactures the 77% of the world that is surely going to HELL? These are difficult questions that I am doing research and talking to my friends in Christianity and Islam. Please note I have many Muslims (and Christians) as my dear friends and we have friendly discussions.?
,His wife's sister = his sister in law
,No more guns should be allowed for anybody!!!!
,"I feel for their families. Allah has complete control over this. But, yes, this man was racist and prejudice. He killed them because of their religious beliefs. So sad."
,Young Turks are Muslims. You're a Muslim by heart. You're no yankee by even an inch. Of course you'll make a big deal out o this to receive more sentiments for the Muslim community. Turkey is Islamic. Turks are Muslims. Young Turks? Muslims by heart.
,Let me add anybody who kills a woman is a big big coward for women are not men
,i am an atheist and i hope this asshole gets the death penalty for the three young Muslims he killed. But what about all those atheists being murdered by ISIS in the Middle East?
,this is sad..but imnot gonna listen to this idiot unke
,"1 down, millions and millions to go. Keep it up."
,This man is a hero of america . please stop showing your fake sad reaction ..LOL
,There is no such thing as an American muslim there are muslims living in America but that's it!!
,OMG amerika is really terrorist.
,"this man did a horrible thing but I would not cry about muslims, they do not belong in western society"
,so were is your show based at
,ffkk ISLAM and its violent followers!
,The man is a fuckin hero. And hopefully the entire cast of this shitstain network suffers a similar fate and they all die! Islam is a cancer and cancer must be removed before it spreads!
,"Usa is crazy country where everyone is caring gun around, only the idea is scaryðŸ˜”ðŸ˜”"
,Some people are just so sick in this world!!
,I wish it didnt feel like Cenk is always pushing an agenda
,Thank you Allah they are dropping one by one
,true meaning of terrorist is '''A PERSON WHO TERRORIZES PEOPLE''' but sadly it is being used in terms to mean a muslim .... where r the media's now saying this person a 'terrorist'
,Thanks UK government for banning guns
,parking spot is holy ground for everybody...goedendag
,"If he truly didn't have a bias, I wonder if he freaked out thinking about witnesses?"
,"Ironic Cenk can't realize Atheism is probably, more likely then likely the problem."
,"an American Muslim martyrs ?! 
 To the havens insha allah without judging on the judgement day
 
 Proud to be a Muslim and i am from Syria"
,As a muslim lady who wears the veil my dream is to visit new york on new year! I might change my plans this year or forever!
,ðŸ˜¢ im Christian' but i feel sad cause whatever your religion is never become cold hearted
,"This was a despicable act and there is a lot of people who should not have firearms. This man who killed these three people shouldn't have had any guns. I happen to have to own firearms, I shoot for recreation. So do a few of my friends. Most of us have agreed to campaign to get assault weapons banned and to make it more difficult to get handguns. We have also agreed that if/when guns are banned all together we will be the first ones in line to hand them over with a smile on our faces. But unlike most gun owners we recognize that guns do kill people and that is why people who do own firearms should at the very least be required to store them safely. Until that day though I will go to the range with my friends and enjoy the hobby that we love. I tell this story to inform people that (though we are a rare breed) there are responsible and reasonable gun owners out there. And that not all of us will back this evil man who killed for no reason just because he supports the 2nd amendment."
,"Cenk, Cenk, Cenk. Gun ownership is not by default synonymous with murderous intent. Given the number of people who legally own guns (criminals who illegally own guns are a whole issue unto themselves), if they were all as warped as this guy, there would be so many cold blooded murders in this country every year that if those murders were to happen in China their over-population problem would be eradicated in no time flat. But that just doesn't happen. So quit trying to lump all gun owners together with your sweeping generalizations and let the bad apples answer for themselves instead of trying to make everybody else bear the brunt of the responsibility with them."
,The American Taliban strikes again
,"Stuff like this is why I am glad we don't have so many guns in Canada. Sure, I mean, we have them, but not on our person. I hear the argument made that if there were no guns allowed, only the bad guys would have guns and the law-abiding citizens wouldn't. For what it's worth, the guy was likely a law-abiding citizen up until the moment he killed those people. It's not just career criminals killing people like this. 
 Cenk is right, when somebody snaps like that, it's significantly easier to grab a gun and kill somebody than it is to do it with your bare hands. They are unsafe in the hands of people with bad or quick tempers, which isn't all that uncommon in this world. The situation could have potentially been settled had the option to grab a gun not been available."
,why hate on Muslims?
,"I normally love this show... but murderers kill people. Do guns make it easier? Not really... not as easy as it is to make an explosive device and you cannot regulate those out of existence, so... I will continue to love guns and hate religion."
,"Why chenk talks so carefully in here? why when white men killed or attack muslims, it must be something else but must not be hate crime and he is not terorrist?"
,"The Guy Clearly Shot these people as an Act of Genocide against Muslims, Duh, don't try to twist it to make your party look innocent, they are not.
 Most Christians I know don't even own a Gun.
  So please stop saying religion kills because of religion, but the Atheist, oh it was the gun that told him to shoot; BULLSHIT"
,"There is a Fine line between people that might lack understanding and those that do understand;
 there is also a fine line between those that know how to deal with what is lacking and those that don't.
  Then there is the Truth: And Some of us have done our Job to sort it out (Phil 2:12)
 And since I was a Child, I witnessed people who fail as Christians, I must admit.
  But you would think that these ""New Atheists"", would be the most Loving, non-violent people on the planet because of their Stance against Religion, ? but obviously not.
 and yet I have to hear everyday about how infallible they are and their right to Judge others. Really, hmm; Ok
  Again: AND THEN THERE IS THE TRUTH!"
,"Sad again Jake is wrong. I had two home invaders break into my home around 2am in the morning. A crash downstairs woke me up. I went and pulled my AR15 out of my safe. I poked my head out of my bedroom and downstairs two people walked around the corner. I turned on my flashlight pointed my AR15 at them and said you need to leave. They turned around and ran out my back door.I live in a state where I could have just killed them, but I didn't. I had a my wife, new born son, and 6 year old daughter upstairs. It would have been looked at by the cops as self defense. Thankfully they were caught two weeks latter in another person house a few blocks away."
,War is coming
,oh yh because cops always tell the truth and never make shit up.
,"Gun don't kill people, but they make it easier for us to kill people."
,"5:40 Cenk is just dumbfounded that this guy is not a Republican ( ''clearly against Mitt Romney'' Cenk says with total confusion in his little brain LOL ) Â 
 ----------------Trump's opinions on these type of crimes is correct.
  Like me, Trump realizes that these things will happen, they have always happened. This is nothing new. Bad crimes will happen no matter who is President, no matter how many guns you try to restrict, no matter what. In a country of over 330 million people - we actually have low murder rates. The place is massive, the population is everywhere - there will always be some psychos that get violent."
,The whole world lies in the Wicked one. You Worldly people are so blind. Violence is directly from Satan.
,powerful fact .boy blown apart boston thanks Chechen.put him on rolling stone cover wow.and the turks yes your ancestorsmade those Armenians disappear in some wonderful Â accidental cleansing.
,"It's hard to know? Fuck you. Ur just as bad as Fox News and cnn. If this was the other way around, a Muslim guy kills 3 white people he would be called a terrorist nothing else would matter. When it's the other way around it has to do with something else like parking. This shit pisses me off.. Why is it only terrorism when a Muslim does it. The definition of terrorist is someone who terrorize people. Nothing to do with Islam or Muslim people in general. Because of them media as soon as the word terrorist comes up first thing everyone thinks of is Islam."
,There were much better people for Mr. Hicks to kill that these three. He should have started with himself.
,Cenk is trying to avoid saying the islamophobia being endorsed by the new atheist movement. But yh religion kills people when they are religous but when an athiest does it you must have a mental problem.
,A piece of shit killed 3 good people
,"Very difficult story to handle, very emotionally charged, but I think Cent handled it well and as objectively as he could.
 
 It is very easy to see how the presence of guns escalates volatile situations very quickly. Just recently there was that shooting in San Francisco at a gay pride parade. It had nothing to do with the event, it was just a couple of people getting into an unrelated argument and someone in the heat of the moment pulled out a gun and fired several shots, injuring an innocent bystander.
 
 Fortunately no one died, but it could've happened very easily and was completely needless. Does anyone really think a situation like that would have escalated so dramatically if that person didn't have his gun on him? The worst that would've happened is a fist fight would've broken out and some people would've gotten bruised and bloodied."
,"Why only mention Islam & Christianity? Why not Judaism, Hinduism, Buddhism etc? But either way, the gun was the crucial fctor."
,"why do people lose the reasoning of a child when it comes to the gun/person model?
 
 No one is saying it's the gun's fault...let me explain it for you:
 
 When you give a child a pencil he understands that the 'condition' of the pencil will affect how he uses it.
 
 He also understands perfectly that if you take the pencil away he wont be able to use it
 
 He understands also that it takes his input to make anything happen when he actually does use it.
 
 The gun crime statistics reflect what happens when the gun/person model is used together. Not either of them on their own.
 
 Its a fallacy to suggest that people are suggesting what a gun can or cannot do on its own."
,fuck islam
,How about a tire iron or a wrench? This idiot would be more convincing if he used believable alternatives.
,That is sad. I feel so sorry for them died too young. They just got married and long time studied and now both were killed. Sad
,"Here's a shocking question: has anyone thought to ask the alleged shooter why he shot them?
 
 Maybe an actual answer might be worth more than the massive amount of speculation in the comments?"
,"Um actually no you stupid liberals, guns don't kill people. You made this tragedy into a platform to stand on these graves so you can push your anti gun agenda. How about you give a moment of silence for the deceased then try and take away rights from responsible gun owners."
,Atheism is a barbaric religion
,"Brain scan of killers& violent people show damage to the amaglyia&or certain types pf brain tumours which stimulate rage&overreaction, .combine this with easy gun laws = regular mass killings. Anyone who rages easily should be booked in for a brain scan by doctors& or police."
,"Cenk, why don't you ever mention that Craig Hicks is a member of your beloved hate group, Southern Poverty Law Center?"
,Um with that 1-2 ton death machine called aÂ car?
,Of course they had cenk report on the story what a fucking surprise
,"If these were black people, cenk would be calling this guy a racist left and right"
,How the hell can Muslims life in the US ??? with all of these comments and shit the most racist and the highest segregation country in the world Â !!
,Yeah guns make it easier to kill people. But it would also make it easier to defend against sick fucks like the murderer in this case.
,"Just like South Park said, we should get rid of isms."
,"USA will really really really suffer if he doesn't stop or at least control muslims entrence
 other wise USA would be welcome to 3rd world countries !"
,na he would have gotten the gun illegally and did the same thing. like criminals and crazy people follow laws...
,"Well, if the guys who got killed had guns, this tragedy might not happen."
,"So the logic is, if it makes it easier to commit this crime, it should be banned right?"
,"Now Cenk, I love your show man.Â I agree with most everything you say.Â However, I do disagree with your gun comments.Â Although guns do allow people to kill easier, I just do not feel comfortable without a weaponÂ because of our untrustworthy government.Â I do not put my trust in the government to protect me.Â Although, I do not walk around with one, asÂ if I need protection from the world each and every day of my life.Â But, I do believe it provides us with sort of a buffer between the government and us.Â This might sound wacky to some.Â However, I am for gun control.Â We should force background checks, no one on medication should be able to own a gun andÂ we should be required to attend a course before we can own any weapon.Â We should not allow just anyone to walk into a gun store, pass a background check and then be able to walk out of there and murder people.Â I guess I am just curious where you stand on guns being owned by citizens.Â Do you believe in the 2nd amendment or do you believe that, like the Bible, those words should be interpreted in the time they were written; where anyone was shot for looking at the wrong person too long or the wrong way?"
,Gun owners hate America
,"I call bullshit. Of course the parents of the victim would make it seem out to be a hate crime, since the parking space theory makes it less glamorous.Â 
 
 If they make it seem out to be a hate crime, the pity party begins.
 
 My thoughts? A dude with severe anger issues snaps and kills 3 people. Has happened before, will happen again. And the most likely source for the bad blood? Being neighbours that hate eachother?"
,"""Guns for everyone yaaay...!""
 
 *Sh*t like this happens*
 
 ""Ohh shit dont shoot people you dont like though! :S"""
,Cenk was spot on in this. Thumbs up
,"Sad, so may racist hates.
 Why killed the two beautiful women?"
,http://www.aish.com/jw/s/Crossing-the-Line-2-The-New-Face-of-Anti-Semitism-on-Campus.html Â And here are a bunch of liberals wishing death upon Israel. All are either liberal or muslim. Hmmm. Who are the real radicals in this country
,"im anti gun control because it prevents a corrupt government from taking over. mao zedong couldnt have killed 78 million(during peaceful times alone) if the people had guns. now, people who are anti gun control because they think there cool or manly or whatever, there just complete morons."
,WHAT?!?!?!?!? Â No-one has blamed the JOOZ????? Â The turds at Stormfront are slipping!
,"Cenk, I'd like to work for YTs--(pro bono) please give me a call."
,"57% of the British public back military air strikes against IS targets in Syria and Iraq.
 
 The other 43% of the British public are Muslim."
,"I like the part where Cenk didnt use this tragedy as an opportunity to get up on his soapbox... oh, wait."
,"You say that the fact that they were all killed instead of just the husband ""indicates something"".. No it doesn't, not at all.
 
 I know next to nothing of this incident, but it doesn't seem unlikely from what I've heard, that the wife and sister were equally, if not MORE involved with the dispute than the husband. It sounds to me that Cenk tried to paint the picture of them being completely innocent. How does he know this?
 
 Anyway, I'd just like to share my contempt of this characters actions as an atheist and anti-theist, and my condolences to the victims families."
,obviously he is a terroristÂ
,Atheism without Humanism is pretty empty.
,this was about a parking space and a man off his meds.... Â end of story and the only reason someone wants to take your guns is because they want to control your life.
,"How many people have the Muslims killed today? One? 6? 45? Maybe 90. Could be in the 100s. Jhadi Johnny. Is doing all he can. To end any stereo typing of Muslims. Right? Tolerance is for all of us to learn. That means from Atheist to Zionist. Wrong is wrong. Religion's are supposed to be the biggest advocates of higher being, and higher moral standards. Last time I checked. Killing for God, is the worst excuse for killing. Killing is just plain wrong. World peace forever."
,"Gun,s make Killing,robbery,rape a lot more easy in the land of der free"
,Im muslim i wouldn't say hate crime to that degree cause we don't know but really? A parking space? Only in America
,"I thought Cenk was not for confiscating all guns, but perhaps I'm mistaken or his stance has changed. Â From this video he doesn't seem to leave any middle ground. Â All guns need to be removed from society according based on this logic."
,"islamaphobia is justified. however, killing innocent muslims who did not follow the offensive parts of islam, is not."
,"The Iranian woman who was harassed is now a strong Trump supporter according to her Instagram page. She is an Iranian Catholic who switched over to being a Trump supporter due to the fact that many of the BLM and ANTIFA protesters targeted Catholic Churches during the race riots of the Summer of 2020. Additionally, she also likes the Republican Partyâ€™s pro life stance and also the fact that Cardinal Timothy Dolan is a big Trump supporter."
,She is insane lol
,"The Young Turks. Thank you so much for bringing this to light. I would love to see a video of you shedding some light on the Assyrian people in the Middle East. I am Assyrian and as a minority of a minority, I feel like we don't get enough exposure in the media."
,Assyrians arenâ€™t Muslim. Were not even Arab. We are Christians of the middle east and speak modern aramaic which is the original language of christ
,It's funny how all these Iranian girls are doctors and the only woman in the world wining math and engineering prices in USA are Iranian ðŸ™‚ next time she gets sick and dying I bet she goes to that Persian girl for treatment ðŸ˜‚ðŸ¤£ðŸ˜‚ðŸ˜‚
,"Maybe The BART BIGOT, is just hateful, and has an ugly 'tude."
,"TYT, the women recording isn't Muslim she's a Christian. So why would you title it anti Muslim? She's from the middle east, yeah but not a Muslim. Get your facts right. Cheers."
,I could give you some thing to put in your mouth.
,"The announcer said we had to fight back against hate. She put everything on the lady with the mental problem and went on bash everyone else that may understand what that lady was trying to imply. However no matter how you want to cut the cake if we weren't invaded by these Muslims that went out of their way to show us how murderous they could be then people would not feel the way they feel. When you see people cutting someone's heads off what are you supposed to think? That oh, they are very peaceful group. You have the right to make that illogical conclusion that is not what I believe nor do millions of other people around the globe. There's no reason for Muslims to move to a Christian Nation. No reason whatsoever except like they said to conquer us. So that lady was not so mentally ill that she didn't know what she was talking about."
,LMAO HA yeah right â€œshe has a mental illnessâ€ miss me with that bull she is disgusting and racist point blank periodðŸ¤¨
,We don't need to overpopulation our land
,Stupid racists . Assyrians are one of the oldest Christian peoples.
,Stalkers? Has she looked in the mirrorðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­
,Horrible behavior on that part of that woman harassing the Iranian woman. >:(
,"You title the video ""Anti-Muslim harassment"" and yet the victim is Assyrian Christian...."
,"Brown person does something bad = TERRORIST
 White person does something bad = MENTALLY ILL
 
 Nice logic media"
,"Perhaps, she knew Iranian views on US. Remember how Iranian celebrate Twin tower attacked? Also, she's not stupid to know that Iran government always attack US on media."
,"Donald Trump doesn't promote hate, Islam however just so once you wrap your thick f****** head around that fact does promote hate. okay so stop dancing around the real issue the real issue in this country's and world is not Donald Trump it's a f****** insane genocide or doctrine of Islamic f****** insanity"
,that speech was unacceptable you are now in the fourth grade and you are being graded by your fourth grade communist teacher. that speech was unacceptable well I guess you better figure a way to punish her maybe we can on fine or something like that you f****** idiot
,"walk down the street in Sweden in there no go zones, because of Islam and see how you're treated and greeted see how fast your f****** raped you f****** morons"
,once Islam becomes more prevalent in our nation in our society they will take over it will not regard our law as law at all they will only follow Sharia if you can't see this you are a complete moron stop trying to hand the keys to my children's Futures over this f****** insane genocide of freaks thank you
,you guys have become so so obviously uncredible are you honestly making it to where people can't comment or removing the comments you don't like in true communist Style dictator dictator ass f****
,"Jesus loves you, I ain't Jesus. let me ask you this young turds is my Jesus offensive to you you want to shut me up about Jesus I can't talk about Jesus but they can talk about vile opression as if its peaceful? is that how that works? Jes us if speaking of him as God's only son in the Christian perspective is probably offensive to Muslims would you like to shut me up about my Jesus? so in order for us to not offend the Muslims are you going to take my freedom of speech and my freedom and speak about Jesus away from me bring a f****** War b**** I ain't scared"
,American Patriots say Islam has no place in a free society it's not racism or even hate it's a honest assessment of their holy texts vurses our values in this nation if you can't come to that same conclusion maybe you don't have the f****** values necessary to live in a free f****** society young illinformed turks should take your ass to the fucken oppression you're trying to bring down upon us in this nation.
,"I'm just disturbed that Americans are defending Islam that's what f****** disturbs me. why don't u send your f****** kids to their school and their f****** communities once you take your happy ass on a f****** trip to their f****** country and see your f****** greeted and treated; you wouldn't live the night. The Young Turks in most of the mainstream media Outlets are as f****** retarded as are Congress passing the 12,000 page legislation over everybody in this nation without even reading it. The Young Turks have taken a whole religion under their wing backing it never have read never have even read what's in thir holy texts."
,"Islam is deceit, it is opression. their values don't even come close to meeting with ours they are not compatible with our society they will bring the war they will bring chaos just look at f****** Europe look at Sweden you f****** idiots"
,"Young turds. you guys are so un- American it's disturbing, take your happy ass to North Korea you fux"
,"ATTN: Michael Syfrett is a Russian troll. 
 Dont Feed The Trolls"
,islam is a cancer very bad shit
,Assyrians aren't Muslim
,"The funny thing is, this Iranian woman got harassed by a Trump supporter for speaking the mother tongue of Jesus! 
 Hahahaha, the Assyrian people in Iran are Christian since 2000 years and speak Aramaic, the language Jesus spoke."
,demonize a whole group of people? ok well lets discuss recent events now who was the shooter? christan ? jewish? noooo MUSLIM need we say more ? has president trump banned christans ? jewish? nooooo trump has banned MUSLIMS need i again say more?
,trump has banned you and soon you indeed will be deported he he he
,Islam is a problem.
,Hopefully Trump will keep any more Muslims from coming in this country and send back all the ones that are already here.
,The racist looks iranian
,she's obviously crazy you dumbass
,"excellent. Select a emotionally unstable person, goad them, and then useÂ their words to smearÂ white people. You dark skinned people (I include the staff of the young turksÂ in that group)are soÂ intelligent- how can western white people ever compete with you on a fairÂ confrontation? You would ownÂ the Europeans, with your cunning ways."
,she looks Jewish and pro apartheid
,If she's ill why show this video.
,"lets say she wasnt mentally disabled nobody has the right to attack her for what she belives. i dont get it, i am a muslim too and yes i dont like people say about me but going to school here and after all the bullying and bullshit i had to go thrugh i learned some people are just assholes and i have to learn to be the better person and ignore them and let them believe what they want as long as they dont get physical with me or start harassing me with their point everyone(like online or following me). Of course i hate what she said but honesty she wants to provoke me i will be the dumbass in giving in to her."
,"Oh come on!!, when will trump kick this creeps out!!!!"
,Your all full of shit just like tyt
,"LMFAO!!!!!!!!!!!!
 The irony is she called her ""a ugly little evil pig"" 
 Wow if thats not the kettle calling the pot black!"
,Do Iranians speak Assyrian? is it 2550 BC again? maybe Farsi or Persian?
,Being against the emigration of muslins don't make you a racist .
,Grace is so annoyingly self-righteous in every video. At least Ana is the main host here so Grace didn't get to talk as much and be as annoying as usual.
,armenian genocide talk about at least acknowledge it
,This video should've ended after the first 30 seconds when they said the woman is crazy. Why bother covering a crazy person? You're just using her crazy actions as a way to continue to bash your opposition but clearly you've already debunked her ability to rationally support your opposition.
,"Look , that women is not an politician or any TV anchor or well known person, She is just a general people of USA. So we can make a math about Islamophobia in america. So this is the reality of america. But do not worry trump is ready ready to Lead USA."
,"She's not mentally ill, she's just an evil racist scumbag."
,"Last time I looked, the DSM didn't have a diagnosis for woefully misinformed and racist manifestations.... Don't blame mental illness on this bullshit. Mental illness is not a catch all for this type of behavior."
,Speaking her native Language is against the law
,"Seriously Anna? 7:01 Call the cops right away? What do you think they are going to do in such a case? You have done so many videos about how they come in and cuff everybody, especially the victim, instead of asking questions. And suppose they took the wrong side as they often do? Then it would be your fault for calling them. Especially when it comes to anyone's immigration status. The woman involved could have been a citizen but someone on the train wouldn't know about her father and shouldn't take the risk. Aside from the risk of getting them brutalized."
